zipcode,prophappy,propfood,prophealthyfood,propfastfood,calories,senthealthy,sentfastfood,sentfood,propexercise,sentex
48133,.15608919,.025728988,.0085763289,0,327.73334,.2,,.26666668,0,
48134,.17947644,.018638743,.0029319371,.0023036648,256.50574,.071428575,.27272728,.16853933,.013821989,.27272728
48135,.12481315,.021798704,.0029895366,.0017438964,223.57428,.16666667,.21428572,.17714286,.010961634,.15909091
48137,.1626506,.018072288,.0090361442,0,379.75,.33333334,,.16666667,.042168673,.2857143
48138,.20542635,.079844959,.0054263566,.0031007752,153.72815,.42857143,.5,.24271844,.031007752,.15000001
48139,.089552239,.014925373,0,0,350,,,0,.014925373,0
48140,.25600001,.024,.0026666666,0,193,0,,.22222222,.0053333333,0
48141,.06132859,.0049822065,.0010083037,.00011862396,242.80724,.23529412,0,.13095239,.0018979834,.0625
48144,.17110656,.034323771,.006659836,.0056352457,323.8515,.46153846,.090909094,.25373134,.015881147,.22580644
48145,.1417004,.028340081,.0040485831,.0040485831,181.71428,0,0,.14285715,.0040485831,1
48146,.1197725,.024255604,.0035965205,.0034292405,269.75171,.13953489,.12195122,.1275862,.010204081,.13934426
48150,.14663316,.038693469,.0070351758,.0066331658,261.36203,.24285714,.13636364,.20259741,.019798994,.13705584
48152,.15705128,.039033882,.0050366302,.0040064105,257.23312,.25,.2,.2404692,.014766484,.20930232
48154,.16593887,.041779771,.0066092294,.0069632954,219.10339,.2857143,.15254237,.21468927,.016877139,.2027972
48157,.20143884,.043165468,0,0,404.16666,,,.16666667,.021582734,0
48158,.14951456,.029126214,.013592233,.0038834952,174.2,.14285715,.5,.26666668,.013592233,0
48159,.11462451,.0079051387,0,0,575.5,,,0,0,
48160,.15351069,.044047099,.011774967,.0013083298,200.80693,.2962963,0,.38613862,.012211077,.14285715
48161,.12934132,.029084688,.0037639008,.0018819504,265.02679,.18181819,.090909094,.16470589,.012318221,.27777779
48162,.16714521,.035890073,.0055373255,.0053322394,257.24286,.37037036,.15384616,.21714285,.020303527,.22222222
48164,.12479936,.021669341,.0040128413,.003611557,273,.1,.44444445,.2037037,.014847512,.054054055
48165,.12783505,.047422681,.0030927835,.01443299,195.34782,0,.14285715,.23913044,.01443299,.14285715
48166,.15925059,.024590164,.0029274004,.0023419203,289.28571,.40000001,0,.21428572,.012295082,.23809524
48167,.19925313,.13016805,.013070152,.058949053,277.11191,.3877551,.054298643,.20081967,.017337957,.35384616
48168,.18889339,.066072151,.019862181,.0060802596,240.15338,.40816328,.13333334,.2576687,.023510337,.20689656
48169,.1599336,.044825677,.0052573327,.0024903154,180.14285,.21052632,0,.27777779,.021582734,.25641027
48170,.19309856,.057315055,.010163082,.0031907351,226.31155,.27906978,0,.24329896,.02528953,.25700936
48173,.18641439,.026985113,.0024813896,.003101737,318.83139,.125,.1,.29885057,.010235732,.39393941
48174,.13488071,.023697453,.0038954716,.0017854244,215.79655,.125,.090909094,.19178082,.011199481,.20289855
48176,.18215507,.041619156,.0071265679,.0051311287,277.02399,.12,0,.1780822,.025655644,.27777779
48178,.1620034,.039573349,.0077291699,.0018550007,270.91797,.14,.083333336,.24609375,.019477509,.23809524
48179,.13043478,.040133778,.0033444816,0,198.5,1,,.16666667,.020066889,.16666667
48180,.12209907,.029330721,.0037352275,.0041638603,252.33647,.24590164,.11764706,.15866388,.0098585514,.2173913
48182,.18227147,.026592799,.0044321329,.0016620499,234.29167,.25,0,.13541667,.017451523,.12698413
48183,.13938645,.043751288,.0057648756,.013897467,262.52707,.14285715,.096296296,.14352942,.016265184,.12658228
48184,.12688297,.02838934,.0034762456,.0069524911,300.23981,.083333336,.083333336,.19387755,.01825029,.063492067
48185,.1504418,.035885908,.0058905594,.0048054564,277.11325,.31578946,.17741935,.20302376,.014183847,.24590164
48186,.10831401,.022524014,.0034779729,.0034779729,264.68384,.14285715,.047619049,.080882356,.012255714,.13513513
48187,.18555675,.048264641,.005694143,.0080441069,247.72209,.25396827,.21348314,.22471911,.015093999,.16766468
48188,.21570665,.031472683,.0037114015,.0022268409,203.48096,.36000001,.2,.28773585,.018408552,.18548387
48189,.18691589,.063668221,.0058411215,.00058411213,196.72478,.30000001,0,.39449543,.015186916,.07692308
48191,.11500975,.023391813,.0019493178,.0019493178,168.125,0,0,.25,.011695907,.5
48192,.1405443,.031485897,.0032777116,.002185141,230.66151,.15151516,0,.20189275,.010031784,.18811882
48193,.1625852,.021459227,.0042918455,.00050492299,236.94118,.11764706,0,.22352941,.0075738449,.2
48195,.13918945,.032067675,.0033444816,.0053118239,244.67944,.20588236,.14814815,.18711656,.011312217,.19130434
48197,.1654235,.047747571,.005201688,.0049563255,217.92747,.32075471,.17821783,.20246659,.015163411,.18446602
48198,.15205751,.053541381,.0061190147,.00076487684,161.82471,.22499999,.2,.27714285,.010555301,.2173913
48201,.20538963,.055063508,.007209063,.0018880878,183.41235,.26666668,.07272727,.23753117,.012907655,.27659574
48202,.1967987,.029283766,.0066386368,.0028767427,241.36171,.35555556,.20512821,.25188917,.013572324,.33695653
48203,.16831818,.025790688,.0052938783,.0052938783,302.03421,.25641027,.12820514,.26842105,.01438849,.23584905
48204,.10905568,.013389711,.0028188864,.0017618041,262.32001,.0625,0,.11842106,.0042283298,.125
48205,.10849478,.023149528,.0085444609,.0021857924,265.54507,.069767445,.090909094,.077253222,.0066567315,.10447761
48206,.14495049,.022178218,.0039603962,.0003960396,227.16072,.1,0,.16071428,.0083168317,.2857143
48207,.18297556,.055190627,.011376718,.0016252454,229.90875,.24404761,.25,.23680982,.014627209,.23148148
48208,.12101716,.01439951,.002757353,.00030637256,300.74469,.22222222,0,.17021276,.0067401961,.40909091
48209,.15652293,.025927948,.0042303493,.0012281659,290.41052,.19354838,.11111111,.15263158,.0070960699,.17307693
48210,.10258651,.023767913,.002796225,.0010485845,258.25,.0625,0,.073529415,.01415589,.13580246
48211,.14075547,.018687872,.0035785288,0,182.12766,.11111111,,.27659574,.012326044,.32258064
48212,.18910369,.066080846,.01370826,.00070298772,272.49469,.2820513,0,.2606383,.011599297,.12121212
48213,.10868958,.022352612,.0016764459,.011176306,280.98126,0,0,.0625,.0078234142,.17857143
48214,.18799847,.034054942,.0079756929,.0005063932,301.35501,.31746033,.25,.31598514,.0069629066,.23636363
48215,.11406378,.020441538,.0044971383,.0012264922,170.69,.81818181,.33333334,.34,.0081766145,.15000001
48216,.2001119,.14229766,.022379709,.00074599031,224.54659,.2,0,.23853211,.007086908,.42105263
48217,.16774194,.015249267,.0020527858,0,237.14423,0,,.23076923,.006158358,.19047619
48218,.11572783,.014500837,.0016731735,.0019520357,191.08,.16666667,0,.096153848,.0097601786,.085714288
48219,.10938064,.020264583,.0040288633,.0019242333,273.74255,.19402985,.03125,.15727003,.0053517739,.16853933
48220,.27103353,.15512845,.016179644,.0018631105,160.21596,.43030304,.15789473,.52149177,.0089233182,.32967034
48221,.11491176,.037049428,.020239191,.00066906417,370.93567,.082644626,0,.12641084,.0060215774,.15277778
48223,.12070472,.018345952,.0075713452,.0010192195,229.88095,.21153846,0,.15079366,.009755387,.11940298
48224,.078016214,.016118264,.003338102,.0018121125,252.65868,.057142857,0,.14201184,.0070577017,.054054055
48225,.094545454,.024055945,.0036363637,.0044755246,252.54762,.23076923,0,.10465116,.013986014,.059999999
48226,.19885476,.034379259,.005537896,.0021819309,209.42638,.222,.16243654,.30766752,.01518491,.17797229
48227,.10439198,.018339133,.0042321077,.0014107025,262.25641,.2,.13333334,.13333334,.006865419,.16438356
48228,.10911467,.014946096,.0025318523,.0012250899,255.46721,.12903225,.13333334,.18579236,.0083306106,.11764706
48229,.11157718,.0067114094,.0010067114,.00083892618,297.97501,0,.2,.125,.0028523491,.23529412
48230,.20702541,.060911808,.012705531,.0078475336,277.2764,.20588236,.047619049,.24539877,.011958146,.40625
48234,.10820094,.016888507,.002719336,.0012881064,287.49573,.15789473,0,.15254237,.0062974095,.045454547
48235,.12051969,.016867058,.0035899482,.0010826827,279.92407,.22222222,.052631579,.16554055,.0058692801,.13592233
48236,.19515523,.035312179,.0068236096,.0034118048,222.61407,.25,.2,.2415459,.015182531,.35955057
48237,.13615561,.028604118,.0035596236,.0072463769,281.92444,.21428572,.087719299,.16888888,.0083905412,.12121212
48238,.102429,.015422182,.0029559182,.0015422183,323.90833,.13043478,.083333336,.14166667,.0059118364,.26086956
48239,.12757652,.034353528,.0064022485,.0064022485,271.21591,.14634146,.097560972,.20454545,.010149906,.27692309
48240,.1292517,.019841271,.0028344672,.0036848073,327.6087,.1,.15384616,.15714286,.010770975,.23684211
48242,.092403628,.030531259,.0024295433,.0041302233,163.73343,.2,.11764706,.14058356,.0067217364,.15662651
48301,.20608899,.068852462,.010772834,.026697893,303.86642,.30434781,.12280702,.25850341,.01498829,.3125
48302,.19220607,.052179657,.0072655217,.017503303,253.7,.27272728,.20754717,.20886075,.024108322,.2739726
48304,.20778364,.030672824,.0056068604,.0039577838,220.9785,.35294119,0,.29032257,.015831135,.16666667
48306,.22203903,.034075294,.0052212146,.0038472107,220.15323,.10526316,.2857143,.21774194,.031876888,.35344827
48307,.24319044,.077807151,.0080450522,.0093092751,199.22304,.42857143,.11111111,.3633678,.022870934,.35678393
48309,.20302868,.058697399,.0067006163,.0080407402,231.7328,.28,.13333334,.25114155,.018895738,.27659574
48310,.12887691,.028125603,.0046233865,.0053939512,300.33102,.29166666,0,.15753424,.0090541318,.19148937
48312,.14173424,.036930755,.005739239,.0041172802,221.10474,.19565217,.090909094,.20945945,.012227074,.23469388
48313,.16302317,.035372954,.0048335711,.0073602111,255.38193,.22727273,.11940298,.17701863,.01043612,.22105263
48314,.13322231,.037052456,.0070774355,.0062447959,239.07303,.23529412,.2,.22471911,.012489592,.30000001
48315,.19037412,.06449727,.0056508183,.0099376459,236.91994,.1724138,.11764706,.20241691,.028643804,.29251701
48316,.22219464,.044438928,.0052135056,.004468719,236.56984,.2857143,.055555556,.17877094,.022591857,.27472529
48317,.18079501,.051005747,.0064655175,.0045498083,260.05896,.18518518,0,.27230048,.014846743,.30645162
48320,.19899245,.054156173,.011335013,.0050377832,215.51163,.33333334,.25,.20930232,.10075567,.125
48322,.20012586,.050555903,.0096496744,.0071323682,246.63235,.36956522,.05882353,.26970956,.010069226,.3125
48323,.18381754,.029595438,.0051588379,.0016291067,396.87155,.2631579,.33333334,.23853211,.022807494,.23809524
48324,.17981398,.026868757,.00551154,.001377885,231.03847,.1875,0,.23076923,.01377885,.27500001
48326,.18428545,.055608276,.0038906813,.004839628,240.60684,.24390244,.15686275,.16382253,.013854621,.28082192
48327,.15515934,.041729894,.0060698027,.016691957,292.39999,.125,.11363637,.13636364,.015553869,.29268292
48328,.17897417,.036740635,.005092761,.0029101491,232.0594,.14285715,.25,.24752475,.018188432,.34
48329,.1779305,.025582284,.0030546009,.0019091256,209.22388,.75,.2,.2238806,.016036656,.2857143
48331,.15724333,.021940928,.0033755274,.0056258789,233.28572,.33333334,.1,.15384616,.015752461,.25
48334,.13777716,.031097475,.0046018688,.010598243,262.13678,.33333334,.11842106,.20627803,.011434946,.2682927
48335,.14618416,.030455034,.0039412398,.0046578287,245.0119,.27272728,0,.24705882,.02543891,.15492958
48336,.14267185,.05021308,.0079673892,.010190846,279.25369,.18604651,.14545454,.14391144,.011673152,.15873016
48340,.10139756,.024977699,.002676182,.0038655961,251.56627,.11111111,0,.071428575,.0059470711,.1
48341,.15556234,.024144255,.0027506112,.0061124694,240.39102,.22222222,.1,.18987341,.012224939,.40000001
48342,.16260162,.018350756,.0025551685,.0018583043,235.16455,.090909094,0,.16455697,.010220674,.22727273
48346,.2234074,.056592591,.012148148,.002962963,254.24084,.34146342,.1,.32984293,.024592593,.24096386
48348,.25706345,.020379806,.0030106532,.0025474757,263.70456,.46153846,.18181819,.375,.02848541,.21138212
48350,.1092437,.016806724,.0021008404,0,205.75,0,,0,.014705882,.14285715
48353,.17964405,.033370413,.0027808677,.004449388,214.25833,0,.125,.2,.015016685,.33333334
48356,.20647773,.034412954,.0091093117,0,331.35294,.33333334,,.17647059,.018218623,.22222222
48357,.22135417,.0234375,.00390625,.0026041667,207.77777,.33333334,.5,.3888889,.01171875,.11111111
48359,.18475336,.048430495,.0044843052,.0080717485,244.75,.40000001,.11111111,.22222222,.024215247,.2962963
48360,.17724003,.025506867,.0026160888,.0013080444,249.92308,0,0,.15384616,.024198823,.32432431
48362,.23458725,.047021944,.0099268546,.0036572623,257.5,.63157892,.2857143,.37777779,.022988506,.31818181
48363,.18231292,.024489796,.0054421769,.0013605442,125.16666,.25,0,.16666667,.048979592,.11111111
48367,.19767442,.019379845,0,.007751938,275.79999,,0,0,.027131783,.14285715
48370,.16037735,.0094339624,0,0,2,,,0,.047169812,.40000001
48371,.18851791,.033794787,.0048859934,.0012214984,212.52409,.25,.33333334,.24096386,.021986971,.2037037
48374,.22096834,.030578813,.0040043686,.0061885691,269.36905,.45454547,.11764706,.32142857,.022570077,.20967741
48375,.16765578,.063983679,.011869436,.0057492582,231.83333,.21875,.22580644,.21159421,.016505934,.25842696
48377,.23617378,.048214518,.0052855485,.0099265184,280.8941,.14634146,.25974026,.36898395,.014825319,.20869565
48380,.18907849,.03003413,.004778157,.0027303754,197.86363,.14285715,0,.045454547,.045051195,.24242425
48381,.25897256,.077410273,.0098522166,.0035186489,223.74091,.42857143,.2,.45454547,.03026038,.25581396
48382,.17607906,.036910046,.0086728521,.0038321903,231.0388,.27906978,.052631579,.30054644,.017345704,.27906978
48383,.20095924,.019184653,.0052757794,.00047961631,291.28204,.27272728,0,.15000001,.020143885,.33333334
48386,.15862069,.033421751,.0053050397,.0015915119,261.10477,.30000001,0,.19047619,.019628648,.32432431
48390,.20265262,.043105129,.0078018336,.0056563294,262.73059,.34999999,.13793103,.27149323,.012482934,.34375
48393,.21026072,.04667788,.0058873002,.0046257358,238.34091,.14285715,.18181819,.33333334,.023549201,.23214285
48401,.14619882,.011695907,0,0,81.833336,,,0,.013645224,.14285715
48412,.12854442,.034026466,.0056710774,0,230.88889,.33333334,,.27777779,.011342155,0
48413,.21176471,.035294119,.0088235298,.0058823531,309.41666,0,.5,.083333336,.026470589,.44444445
48414,.13541667,.03125,0,0,808.33331,,,0,0,
48415,.15076073,.076071925,.0069156294,.034578148,311.19092,.5,.16,.23636363,.0089903185,.07692308
48416,.14341085,.019379845,0,0,409.5,,,.2,.019379845,.30000001
48417,.13580246,.074074075,.0041152262,0,128,0,,.055555556,.020576132,.40000001
48418,.16161616,.025252525,.005050505,0,121.2,0,,0,.02020202,.25
48419,.22950819,.065573767,.032786883,0,215.75,.5,,.5,0,
48420,.11853246,.02571339,.0032925683,.0021950456,256.98779,.14285715,.21428572,.14634146,.012386328,.15189873
48421,.19183673,.012244898,.0040816325,0,254,0,,0,.012244898,0
48422,.17950819,.074590161,.0040983604,.0024590164,68.783333,.40000001,0,.32967034,.0090163937,.18181819
48423,.16042598,.034695979,.0063552046,.0030917211,248.42079,.27027026,.055555556,.21782178,.015973892,.23655914
48426,0,,,,,,,,0,
48427,.21794872,.032051284,.0064102565,0,69.199997,1,,.80000001,.01923077,.33333334
48428,.11891892,.048648648,.016216217,.0054054055,152.55556,.66666669,0,.33333334,.043243244,.375
48429,.11697404,.028005464,.0029030056,.0010245901,253.35583,.05882353,.16666667,.12195122,.0083674863,.14285715
48430,.24087353,.074804433,.010267275,.0035853977,221.47842,.33333334,.18181819,.2657952,.021675359,.33834586
48432,0,,,,,,,,0,
48433,.15192682,.031605214,.0060992516,.0011089548,195.79646,.31818181,.25,.24561404,.021070141,.21052632
48435,.079646021,.026548672,0,0,151,,,0,0,
48436,.12260536,.022988506,0,0,243.33333,,,.16666667,.01532567,0
48438,.200883,.026490066,.0033112583,.0011037528,200.625,0,0,.16666667,.0088300221,.125
48439,.16991296,.034189805,.0056983009,.0059055118,246.0321,.21818182,.15789473,.1969697,.021446332,.22222222
48441,.22222222,.022222223,0,.011111111,263.5,,0,.5,0,
48442,.17016868,.036105357,.0073986389,.0011837822,167.07745,.2,0,.22950819,.038176976,.085271321
48444,.12475377,.043992121,.0085357847,.01116218,248.09702,.07692308,.11764706,.14925373,.014445174,0
48445,.25,.125,0,0,200.66667,,,.33333334,.041666668,1
48446,.13142292,.033349801,.0029644268,.0059288535,290.2037,.41666666,.083333336,.16296296,.013339921,.14814815
48449,.17357513,.010362694,.0025906735,0,155,1,,.25,.031088082,.33333334
48450,.17147081,.027346637,0,.00073909829,166.35135,,0,.43243244,.011086474,.2
48451,.16697164,.053979874,.016010979,.0013723696,314.41525,.25714287,.33333334,.1779661,.011436414,.31999999
48453,.14772727,.039772727,.0056818184,0,219.28572,0,,.14285715,.0056818184,0
48454,.081452407,.0058881254,0,0,197.16667,,,0,.0058881254,.16666667
48455,.21267894,.047034767,.014314928,0,314.06522,.2857143,,.34782609,.024539877,.33333334
48456,0,.090909094,.090909094,0,41,0,,0,0,
48457,.11666667,.027272727,.0037878789,.0022727272,223.61111,0,0,.055555556,.012878788,.11764706
48458,.12249684,.024896266,.0054122317,.0028865235,231.6884,.5,.0625,.21014492,.0090203863,.14
48460,.14534883,.023255814,0,0,174.5,,,.25,.023255814,.25
48461,.21075268,.010752688,0,0,381,,,.40000001,.0086021507,.5
48462,.18213783,.035864979,.011251758,.00070323487,307.68628,.3125,0,.25490198,.018284107,.03846154
48463,.17037037,.0098765437,0,0,270.75,,,.25,.022222223,0
48464,.33333334,,,,,,,,.023809524,0
48465,.25,.125,0,0,387,,,0,0,
48466,.044444446,,,,,,,,0,
48467,.16049382,.058641974,.0061728396,0,178.63158,0,,.31578946,.033950616,.27272728
48468,.10810811,.054054055,0,0,428,,,0,0,
48469,.18939394,.037878789,0,0,255.10001,,,.40000001,.053030305,.42857143
48470,0,,,,,,,,.25,0
48471,.1747212,.03717472,.0092936801,0,197.75,0,,.2,.0092936801,0
48472,.12820514,.051282052,0,0,182.5,,,0,.07692308,.33333334
48473,.12882581,.032276016,.0072342795,.0033388981,301.65765,.38461539,.083333336,.18965517,.015025042,.16666667
48475,.045454547,,,,,,,,.037878789,0
48502,.25777081,.067189954,.011302982,.00062794349,208.34113,.25,0,.37850466,.012872841,.2682927
48503,.1821876,.05587538,.0069420929,.0033863867,175.17575,.31707317,.1,.21515152,.010836437,.171875
48504,.10039917,.023587758,.0031450344,.0012096287,270.55896,.03846154,0,.10769231,.0062900688,.15384616
48505,.24758047,.020594193,.0050641457,.0004501463,297.57376,.24444444,.25,.20218579,.0067521944,.2
48506,.1248733,.022096088,.004054328,.002027164,268.4679,.30000001,.30000001,.20183486,.011757551,.1724138
48507,.15245219,.039263628,.0054652668,.0050337985,250.54396,.34210527,.14285715,.26007327,.012081116,.20238096
48509,.15544812,.03681666,.0066939383,.0026031982,219.93939,.11111111,0,.14141414,.038676087,.16346154
48519,.19455782,.084353745,.0088435374,.0020408162,197.68549,.07692308,0,.17741935,.0068027209,.1
48529,.16126418,.037277147,.0040518637,.0016207455,229.25,.2,0,.13043478,.0097244736,0
48532,.10296067,.022094565,.0039770217,.0037560761,262.255,.3888889,.11764706,.22,.0075121522,.14705883
48601,.13398694,.015082956,.0018853695,.00075414783,186.95763,.33333334,0,.25833333,.009426848,.18666667
48602,.16209738,.056479402,.008389513,.0044943821,179.09283,.23214285,.1,.46419099,.0082397005,.21818182
48603,.1448718,.047008548,.0057692309,.0042735045,214.70682,.14814815,.2,.23181818,.013034188,.21311475
48604,.15334988,.051612902,.0054590572,.016625309,256.38794,.22727273,.21641791,.19471154,.01923077,.1032258
48607,.26340327,.037296038,.0023310024,0,319.6875,0,,.25,0,
48609,.18874399,.02676733,.0027453671,.0061770761,292.33334,0,0,.025641026,.023335621,.32352942
48610,.15315315,.018018018,0,.0090090092,355,,0,0,0,
48611,.25340313,.13821989,.030366492,0,128.44698,.37931034,,.43181819,.02513089,.45833334
48612,.18131869,.071428575,.0054945056,0,72.615387,1,,.46153846,.027472528,.2
48613,.16666667,,,,,,,,0,
48614,.40000001,,,,,,,,0,
48615,.18134715,.025906736,.015544041,0,502.20001,.33333334,,.40000001,.025906736,.2
48616,.17344497,.021531101,.0023923444,.0011961722,237.94444,0,1,.27777779,.011961723,.40000001
