zipcode,prophappy,propfood,prophealthyfood,propfastfood,calories,senthealthy,sentfastfood,sentfood,propexercise,sentex
08015,.16125378,.026057402,.0033987917,.00075528701,151.90579,.33333334,.5,.23188406,.011329305,.23333333
08016,.13227411,.0312896,.0040939664,.0024368847,228.15361,.071428575,.039999999,.19937694,.0092601618,.16842106
08019,.31746033,.047619049,0,0,286.33334,,,1,.095238097,.83333331
08020,.14598539,.041362531,.00486618,.00729927,171.97058,0,0,.35294119,.00486618,0
08021,.13611078,.032666586,.0066280034,.003550716,252.93248,.32142857,.033333335,.2210145,.021896083,.27027026
08022,.125972,.029030586,.0072576464,.00051840331,228.61607,.14285715,0,.17857143,.0082944529,.25
08026,.28125,.029411765,.0018382353,0,254.5,0,,.1875,.020220589,.27272728
08027,.14587738,.032769557,.0063424949,.0021141649,195.61667,0,1,.12903225,.028541226,.22222222
08028,.1610664,.038844988,.0054648845,.0033232404,232.28191,.17567568,.11111111,.17110266,.014622258,.23737374
08029,.13810484,.029233871,.0030241935,.0010080645,242.96552,.66666669,0,.24137931,.010080645,.30000001
08030,.1224424,.018688578,.0043499274,.00048332528,275.22845,.33333334,.33333334,.23275863,.0091831805,.1754386
08031,.085789375,.019523183,.0024403979,.00075089169,245.62135,.07692308,0,.20192307,.0073211938,.23076923
08032,.19047619,.011904762,0,0,191,,,1,.047619049,.25
08033,.22294618,.10594901,.02776204,.0056657223,198.47453,.29591838,.050000001,.25935829,.018696884,.25757575
08034,.17064294,.031945005,.0042458554,.0050545894,225.00633,.2857143,.079999998,.24683544,.034573391,.19298245
08035,.17117117,.047297299,.017267268,.0015015015,330.06451,.34782609,.5,.22222222,.012762763,.17647059
08036,.18409294,.038427167,.0053619305,.00089365506,277.54651,.16666667,0,.20930232,.032171581,.44444445
08037,.15339412,.058561295,.013171226,.0016210739,220.17535,.12307692,.25,.19031142,.012765957,.23809524
08041,.28387097,.064516127,.0064516128,0,104,1,,.60000002,.0064516128,1
08043,.20212302,.057437837,.0058164899,.007852261,214.64937,.34999999,.11111111,.24556962,.020212302,.28776979
08045,.1188251,.042723633,.0013351135,0,166.3125,0,,.09375,.012016022,.11111111
08046,.14596866,.030378295,.005349637,.005349637,241.87421,.21428572,.14285715,.27672955,.023309132,.13934426
08048,.15528233,.028233152,.0036429872,.0013661202,211.06557,.25,0,.17741935,.014116576,.22580644
08049,.17174959,.07811664,.0080256825,.0042803637,233.16096,.06666667,.125,.16438356,.010165864,.31578946
08050,.20352285,.070108131,.0085455179,.005406348,330.75,.32653061,.096774191,.30597016,.01255668,.33333334
08051,.15949367,.038818564,.005485232,.0046413504,222.54347,.30769232,.090909094,.16304348,.013924051,.12121212
08052,.20947841,.067863151,.0075715086,.0016825575,172.11812,.25925925,0,.24793388,.037577119,.5
08053,.24333629,.061417148,.0065526431,.0097734341,244.47395,.3898305,.056818184,.24050634,.018436251,.28313252
08054,.17460179,.044129167,.0074854209,.015057881,280.88016,.36046511,.13294798,.2209073,.015144921,.27011493
08055,.24052478,.059766766,.0083298627,.0093710953,190.58397,.34999999,.044444446,.2543554,.019366931,.29032257
08056,.26376334,.08792112,.055053409,0,254.11215,.26865673,,.28037384,.12818407,.64102566
08057,.23444206,.070010729,.017435621,.0088519314,234.32184,.27692309,.090909094,.29118773,.018508583,.26086956
08059,.18299595,.070445344,.0097165992,.0024291498,168.57471,.16666667,.33333334,.35632184,.021052632,.30769232
08060,.15813637,.067845605,.0098622683,.0018704302,216.14662,.24137931,.18181819,.22305764,.011732698,.23188406
08061,.18584071,.03539823,0,0,150.875,,,.25,.0044247787,1
08062,.18348065,.044193842,.0082291989,.0018287108,235.92758,.18518518,0,.22758621,.019811032,.38461539
08063,.14832535,.028708134,0,0,301.30554,,,.11111111,.011164274,.14285715
08065,.099558413,.020072261,.0028101164,.0024086712,266,.42857143,0,.25999999,.008028904,.30000001
08066,.10571858,.026711814,.0048908954,.0011286682,219.28873,.23076923,.33333334,.1971831,.015048909,.175
08067,.11090573,.075785585,.012939001,.024029575,224.18292,.42857143,.15384616,.17073171,.0092421444,.60000002
08068,.13879599,.021739131,.0016722408,0,256.20001,.5,,.1923077,.016722407,.30000001
08069,.11661648,.020531069,.0016424856,.0024637284,261.34,.16666667,.11111111,.2,.0071174377,.1923077
08070,.14301865,.044657998,.005652911,.0016958733,206.51898,.40000001,0,.25316456,.011305822,.15000001
08071,.16528302,.035723269,.0085534593,.0022641509,202.52817,.29411766,.22222222,.29577464,.014591195,.31034482
08075,.16529332,.027548887,.00504243,.005903333,283.33035,.36585367,.083333336,.20535715,.0093469433,.2631579
08077,.19289088,.045488443,.0099428287,.0022371365,261.31042,.1,0,.18579236,.015659954,.31746033
08078,.166822,.065703638,.0074557317,.00046598323,162.16667,.375,1,.26241136,.010251631,.18181819
08079,.08125677,.020043338,.0010834236,.0016251354,253.59459,0,.33333334,.10810811,.015709642,.20689656
08080,.19277203,.056813698,.0058391858,.0024461453,153.91713,.27027026,.25806451,.22499999,.022567663,.30419579
08081,.14066049,.055303164,.0066398741,.0044557052,189.13651,.2631579,.15686275,.31279621,.015813384,.10497238
08083,.14973994,.052285794,.0046537095,.0010949904,158.34032,.41176471,.25,.19371727,.02627977,.25
08084,.14980435,.04527669,.0027948574,.00055897149,157.73581,.2,0,.35802469,.016769145,.13333334
08085,.16564968,.048277099,.008614501,.00071787508,166.87918,.25,0,.32342008,.013280689,.24324325
08086,.1328976,.036310822,.0021786492,.0065359478,280.85999,.33333334,.11111111,.18000001,.027596224,.18421052
08087,.15805903,.079455167,.040862657,.00056753692,192.63177,.13194445,0,.13214286,.013053348,.23913044
08088,.12183862,.025993576,.00461662,.0007025291,217.99031,.41304347,.14285715,.27027026,.011039743,.13636364
08089,.1509434,.035849057,.0075471699,.003773585,242.13158,.25,0,.10526316,.016981132,.11111111
08090,.10765816,.028856825,.0038845728,.0027746947,267.59616,.42857143,.40000001,.23076923,.01609323,.27586207
08091,.19616105,.077715352,.0088951308,.0070224721,159.42169,.42105263,.26666668,.48192772,.017790262,.39473686
08092,.15549597,.030831099,.0040214476,0,270.13043,0,,.13043478,.026809651,.40000001
08093,.12964876,.017045455,.0010330578,.0020661156,257.48486,0,.25,.24242425,.0092975209,.16666667
08094,.12988783,.026837194,.0037739805,.0032498166,219.375,.22222222,.29032257,.2265625,.010483279,.1
08096,.15194374,.05293785,.0044451631,.0065465127,197.64961,.18181819,.098765433,.2351145,.0098601794,.26229507
08097,.1336863,.04500331,.0039708801,0,131.97058,.33333334,,.38235295,.010589014,.25
08098,.16603157,.032117583,.0065323897,.0021774631,199.49153,.16666667,0,.13559322,.023407729,.25581396
08102,.24955255,.035285093,.0043467144,.003068269,217.10507,.05882353,0,.38405797,.018665303,.23287672
08103,.17451279,.022019742,.0036699569,.00088585168,205.73122,.31034482,.14285715,.22413793,.008478866,.23880596
08104,.092613213,.017074982,.0025983667,.00055679289,264.41306,0,0,.054347824,.0087230885,.17021276
08105,.13289474,.015460527,.0019736842,0,257.31915,.16666667,,.14893617,.009210526,.17857143
08106,.13706453,.03826385,.0068532266,.0039977157,198.31061,.25,.14285715,.26865673,.0091376361,.25
08107,.17404068,.027678758,.0094359405,.0010484378,286.31818,.51111114,0,.29545453,.011532816,.18181819
08108,.25498664,.12954967,.019946534,.0030845157,208.79712,.3298969,.26666668,.35238096,.016039481,.33333334
08109,.15610561,.033168316,.0044554453,.00082508253,229.50497,.22222222,.40000001,.26368159,.017656766,.18691589
08110,.11546203,.028179323,.0031107045,.0010978957,248.51949,.41176471,0,.24675325,.0060384264,.090909094
08201,.17385159,.038869258,.0077738515,.0042402828,289.74545,.18181819,0,.25454545,.01130742,.1875
08202,.22506687,.050057318,.006113871,0,158.80385,.125,,.26717559,.019105846,.30000001
08203,.19640338,.049717914,.013399154,0,221.23759,.31578946,,.31205675,.013751763,.25641027
08204,.2581802,.083482742,.011429852,.00056028686,197.25606,.32352942,0,.29127517,.021402959,.38219896
08205,.17303538,.039375313,.0071440437,.0029905299,227.71776,.1744186,.1388889,.19198312,.023010466,.16245487
08210,.16980742,.028577344,.0053841374,.001035411,278.00363,.23076923,0,.16666667,.018844482,.32967034
08215,.1544634,.12437312,.08425276,.0020060181,174.03024,.095238097,0,.15322581,.034603812,.20289855
08221,.21706264,.042116631,.0086393086,0,181.60257,.375,,.15384616,.012958963,.16666667
08223,.23283984,.096904442,.047106326,0,180.26389,.085714288,,.22222222,.0080753705,.33333334
08225,.21756226,.10091743,.015072084,.001310616,238.32468,.17391305,0,.27272728,.030799476,.46808511
08226,.27347594,.064705886,.0080213901,.0018181818,255.46089,.38666666,.23529412,.27438018,.028983958,.38376385
08230,.19205298,.049668875,.012141281,.0022075055,145.97778,.45454547,0,.37777779,.024282562,.22727273
08232,.10179487,.026153846,.0061538462,.0043589743,243.58911,.16666667,.11764706,.11764706,.0066666668,.1923077
08234,.15488805,.10301299,.078227222,.0012899659,181.29364,.088339224,.14285715,.12432916,.024693632,.22761194
08241,.18897638,.035433073,.0078740157,0,185.61111,.5,,.55555558,.011811024,0
08242,.16311239,.091066286,.0046109511,.01037464,142.76898,0,.22222222,.29113925,.0057636886,.5
08243,.31026334,.058744092,.010465901,0,211.17241,.51612902,,.42528737,.018906144,.42857143
08244,.22478475,.12669127,.057810578,.0030750309,178.37714,.25,.2,.24514563,.012607626,.19512194
08247,.20754717,.11749571,.022298457,0,211.39307,.26923078,,.20437956,.033447683,.20512821
08248,.25964913,.094736844,.028070176,0,143.44444,.125,,.14814815,.010526316,0
08251,.13491912,.028163653,.0041864892,.00019029496,188.97635,.27272728,0,.29054055,.0055185538,.24137931
08260,.24210386,.071613804,.0085112043,.00066493783,193.98471,.28125,0,.29805014,.022075936,.34638554
08270,.10250818,.020719739,.0038167939,.0010905125,283.86841,.71428573,0,.28947368,.010359869,.15789473
08302,.10524352,.024631461,.0046650493,.0009330099,235.39015,.12,.40000001,.20454545,.0097033028,.25
08310,.2345679,.028806584,0,0,122.71429,,,.71428573,0,
08311,.17073171,.060975611,.012195121,0,74.199997,1,,.2,.012195121,1
08312,.17458564,.020994475,0,.0011049723,369.47369,,0,.31578946,.013259669,.25
08314,.1,,,,,,,,0,
08317,.11290322,.048387095,.016129032,0,135.33333,0,,0,0,
08318,.17773893,.080419578,.0093240095,.0011655012,135.21378,.125,0,.1594203,.025641026,.20454545
08319,.14285715,.05952381,.011904762,0,55.799999,0,,.60000002,0,
08322,.1399177,.027777778,.0061728396,.00051440328,273.85184,.16666667,1,.25925925,.0056584361,.090909094
08323,.27272728,,,,,,,,0,
08324,.28070176,,,,,,,,.01754386,0
08326,.12847222,.038194444,.0034722222,0,110,0,,.36363637,.017361112,.2
08327,0,,,,,,,,0,
08328,.10504202,.021008404,.0063025211,0,99.75,.33333334,,.5,.016806724,.25
08330,.16674972,.081049658,.032220561,.012456402,228.38934,.097938143,.18666667,.1557377,.016774623,.25742576
08332,.15277985,.034431361,.0044716052,.0034282308,227.17827,.30000001,.2173913,.16017316,.015799671,.16981132
08340,.14285715,.028571429,.028571429,0,18,1,,1,.057142857,.5
08341,.24657534,,,,,,,,0,
08343,.21892655,.029661017,.0098870052,0,146.61905,.2857143,,.33333334,.01977401,.5
08344,.17589349,.03293623,.0028030833,.00070077082,319.79788,0,0,.38297874,.0091100214,.07692308
08345,.17582418,.021978023,0,0,56.5,,,0,.043956045,.5
08346,.072992697,,,,,,,,.00729927,0
08349,.17391305,.065217391,.021739131,0,207.66667,0,,0,.054347824,.2
08350,.14945056,.013186813,0,.0021978023,121.33334,,0,.33333334,.0087912092,0
08353,.11702128,,,,,,,,.021276595,.5
08360,.1372162,.034409814,.006769144,.0046537863,235.59427,.22916667,.18181819,.20491803,.010717811,.19736843
08361,.15281758,.060171921,.0076408787,.0025469596,163.39096,.25,.125,.19047619,.045845274,.27083334
08401,.18868063,.05049685,.0070100352,.0062229438,232.80511,.28421053,.031620555,.24987823,.031631246,.19129083
08402,.23427866,.06247431,.018906699,.002055076,232.69408,.39130434,0,.29605263,.024249896,.32203391
08403,.26767677,.035353534,.005050505,0,147.14285,.5,,.5714286,.027777778,.18181819
08406,.18643363,.048272993,.01414898,.0012484394,188.06897,.14705883,0,.20689656,.018726591,.26666668
08501,.24944812,.14937454,.0088300221,.0029433407,93.834976,.25,0,.18226601,.013245033,.3888889
08502,.20408164,.05102041,.0034013605,0,202.2,1,,.2,.020408163,.16666667
08505,.15651694,.05814274,.0082667405,.019564617,266.21326,.5,.014084507,.21800947,.01240011,.22222222
08510,.19482918,.031394277,.0036934442,.0046168054,248.72058,0,.2,.23529412,.020313943,.090909094
08511,.1097561,.060975611,0,0,172.10001,,,.2,.036585364,0
08512,.17128953,.065693431,.024817519,.00973236,306.91418,.29411766,.050000001,.25185186,.010218978,.2857143
08514,.1657867,.042238649,.004223865,0,277.57501,0,,.375,.017951425,.23529412
08515,.17595308,.038123168,.0058651026,.0029325513,243.11539,.5,0,.30769232,.017595308,.16666667
08518,.15217391,.041062802,.012077294,0,269.35294,0,,.29411766,.016908212,.2857143
08520,.14331479,.040633958,.0080930702,.0091047045,236.67842,.29166666,.18518518,.23236515,.014500084,.23255815
08525,.32978722,.14042553,.05319149,.0021276595,290.24615,.31999999,0,.36363637,.04893617,.39130434
08527,.32492012,.027783213,.0053479425,.0015652514,215.58844,.2682927,.083333336,.25586855,.01369595,.22380953
08528,.26923078,.03846154,0,.03846154,685,,0,0,0,
08530,.2331714,.086745314,.024288688,.001387925,213.312,.22857143,0,.336,.023594726,.44117647
08533,.19513991,.093519881,.0044182623,.00073637703,176.68254,.16666667,0,.2519685,.010309278,.21428572
08534,.17727543,.073765613,.013682332,.02676978,235.2439,.43478259,.06666667,.24193548,.023200477,.15384616
08535,.17531121,.041493777,.0093361,0,308.625,.22222222,,.40000001,.020746889,.5
08536,.19253555,.046800949,.01599526,.00059241708,251.77216,.2962963,0,.21518987,.017180094,.31034482
08540,.21668743,.061360806,.013358994,.0074719801,238.13605,.34745762,.090909094,.26568267,.026491566,.26068377
08542,.28310332,.17530772,.034315553,.0082058934,209.24149,.28260869,.18181819,.30000001,.014173816,.2631579
08544,.22044398,.021683015,.0056788847,.0010325245,307.30951,.36363637,0,.30952382,.029943211,.1724138
08550,.21411483,.057814993,.021730462,.00099681015,327.67413,.33027524,0,.3586207,.025518341,.3046875
08551,.23411979,.10344828,.012704174,.001814882,204.7193,.14285715,1,.42105263,.012704174,.5714286
08553,.2,.25999999,.050000001,0,175.03847,0,,.15384616,0,
08554,.21367522,.082621083,.008547009,.0028490028,108,.66666669,0,.41379312,.0028490028,0
08555,.3125,,,,,,,,.0625,0
08556,.25,,,,,,,,0,
08558,.23289903,.070032574,.0065146578,.0016286644,262.24417,.25,0,.37209302,.027687296,.47058824
08559,.27638191,.16750419,.036850922,.0016750419,180.5101,.36363637,0,.33000001,.031825796,.36842105
08560,.27551019,.026785715,.0089285718,.0012755102,327,.5714286,0,.33333334,.039540816,.48387095
08562,.18691589,.041388519,.0093457941,.0066755675,295.62903,.2857143,.40000001,.22580644,.024032043,.22222222
08608,.13891248,.013735485,.00099122059,.00014160294,168.85051,.42857143,0,.24742268,.0063721323,.37777779
08609,.11076247,.018198933,.0037652964,.00062754942,284.36206,.25,0,.12068965,.0072168182,.043478262
08610,.12415989,.020870181,.0033604528,.0031835868,249.21794,.15789473,.055555556,.12711865,.010081358,.21052632
08611,.14637612,.026527712,.0035528187,.00047370914,286.0625,.26666668,0,.26785713,.023685457,.2
08618,.10824674,.017493095,.0024990134,.0015783244,268.13159,.21052632,.33333334,.20300752,.0081546754,.16129032
08619,.17056856,.087716632,.0080571603,.0085132262,174.72878,.26415095,.21428572,.3032929,.011097598,.23287672
08620,.18627451,.027544351,.0060690944,.00093370682,288.84744,.23076923,0,.18644068,.0093370685,.15000001
08628,.097572364,.056022409,.014939309,.0018674136,227.84166,.21875,0,.16666667,.019607844,.14285715
08629,.12923729,.023305085,.0025423728,.00042372881,231.78181,.33333334,1,.34545454,.010593221,0
08638,.1639781,.030486902,.0041438509,.0065117655,272.63348,.14285715,.06818182,.17961165,.0091756694,.24193548
08640,.1477612,.017910447,.0059701493,0,147.33333,.5,,.5,.010447761,0
08641,.30649719,.02259887,.0070621469,.0014124294,186.59375,.2,0,.25,.025423728,.3888889
08648,.17824048,.052396752,.0097242882,.010067498,275.91156,.36470589,.125,.2554585,.016130878,.34751773
08690,.18564466,.13380593,.01617191,.001772264,153.30399,.31506848,0,.4718543,.011076651,.30000001
08691,.14906457,.050895192,.013478173,.0088513382,212.42293,.19402985,.045454547,.20948617,.010863005,.24074075
08701,.16029663,.023768777,.0024719529,.0017113519,216.812,.15384616,.22222222,.12800001,.026050581,.25547445
08721,.18037058,.06282571,.0072379848,.00086855819,140.13658,.12,.33333334,.13824885,.024609149,.21176471
08722,.16461916,.040950041,.0073710075,0,208.13,.22222222,,.25999999,.013923014,.41176471
08723,.2212936,.062863372,.009084302,.009084302,219.61304,.30000001,.2,.25144508,.014534884,.38749999
08724,.18897419,.028053036,.0055826935,.0025122121,296.75629,.25,.16666667,.24378109,.014794138,.18867925
08730,.22342901,.033359192,.0093095424,.0015515904,224.53488,.33333334,0,.30232558,.02249806,.37931034
08731,.18161683,.035215948,.0050941305,.004208195,197.21384,.043478262,.052631579,.18238993,.010852713,.18367347
08732,.26666668,.033333335,0,0,431.625,,,.25,.050000001,.33333334
08733,.17953321,.023339318,.0017953322,.0017953322,292.84616,1,0,.38461539,.019748654,.45454547
08734,.18466353,.02973396,.0031298904,.0031298904,241.80263,.25,0,.15789473,.014084507,.27777779
08735,.2580331,.078383639,.006815969,.00097370986,198.16522,.21428572,0,.16770187,.026290165,.33333334
08736,.22687174,.047274373,.0081429537,.001357159,314.93539,.27777779,.16666667,.2631579,.023976475,.24528302
08738,.24643874,.018518519,.0042735045,0,272.38461,0,,.23076923,.025641026,.44444445
08740,.16935484,.024193548,0,0,150.33333,,,0,.0080645159,1
08741,.17819707,.023060797,.006289308,.004192872,290.95456,0,0,.090909094,.018867925,.33333334
08742,.3621662,.068624325,.011916162,.00053197151,196.52728,.3125,.2,.30697674,.021810832,.48780489
08750,.27781525,.084288605,.038435604,.016857721,314.69354,.10526316,.2,.152,.068105191,.44554454
08751,.32629675,.042018496,.0054282267,.00060313632,226.16908,.4074074,0,.32535884,.017289907,.36046511
08752,.40644306,.048984997,.004854369,.0013239188,209.36487,.18181819,.33333334,.34234235,.028243601,.5625
08753,.21180913,.044578489,.0061301556,.0066205678,250.28548,.27200001,.2,.23432343,.016624982,.37758112
08755,.17721519,.02411091,.0034157124,.0028129395,218.47058,.11764706,.21428572,.23333333,.0098452885,.34693879
08757,.27588397,.013550709,.0014821088,.0010586492,219.29688,.42857143,.40000001,.28125,.0057167057,.33333334
08758,.14373717,.037987679,.0061601643,.0030800821,223.54054,.16666667,.33333334,.16216215,.014373717,.2857143
08759,.18016432,.066901408,.0035211267,.0023474179,232.58333,.66666669,.25,.21929824,.01056338,.22222222
08801,.16231087,.077028885,.0082530947,0,143.94643,.33333334,,.5714286,.015130674,.27272728
08802,.13189448,.035971224,.011990407,0,322.79999,.60000002,,.40000001,0,
08804,.12274368,.054151624,.0072202166,.0036101083,123.4,.5,0,.06666667,.010830325,1
08805,.14797069,.027903045,.0047914316,.0014092446,191.16162,.17647059,.2,.23232323,.0033821871,.083333336
08807,.16186397,.051791277,.0053219106,.013369679,285.4173,.36585367,.11650486,.22556391,.0093457941,.3611111
08809,.15588236,.042156864,.0098039219,.00098039221,221.89536,.2,0,.30232558,.015686275,.625
08810,.13725491,.027777778,.0040849675,0,326.35294,.2,,.17647059,.0065359478,.125
08812,.12030295,.033789687,.0058258083,.0078648413,259.6087,.30000001,.14814815,.21551724,.010486455,.11111111
08816,.15061855,.057113402,.0070103095,.012268041,272.67993,.27941176,.16806723,.18953069,.015360825,.18120806
08817,.15600836,.043678161,.0072100312,.0032392894,257.46881,.23188406,.38709676,.23923445,.012434692,.19327731
08820,.15518442,.046624914,.0093945721,.00069589424,224.37218,.22222222,.5,.15671642,.024356298,.12857144
08822,.21352313,.066132858,.014531435,.0047449586,268.49103,.22448979,.0625,.2600897,.022241993,.28
08823,.2375,.045833334,.0069444445,.0083333338,253.04546,.60000002,.83333331,.42424244,.0069444445,.2
08824,.20027341,.036226932,.010936432,0,258.63208,.25,,.20754717,.025974026,.15789473
08825,.19259882,.051303618,.010092515,0,201.50819,.33333334,,.26229507,.0117746,.14285715
08826,.25075528,.039274924,.012084592,0,127.07692,.75,,.46153846,.018126888,.16666667
08827,.11640212,.015873017,.0026455026,0,286.5,0,,0,.16666667,.015873017
08828,.14935064,.038961038,0,.0064935065,302,,0,0,.012987013,0
08829,.2014652,.069597073,.010989011,.0036630037,225,0,0,.36842105,.040293042,.27272728
08830,.14233455,.052377786,.0038244098,.01762554,240.14603,.2173913,.1509434,.16507937,.0098104421,.25423729
08831,.18032786,.04025501,.0094717667,.002003643,221.8009,.23076923,0,.2081448,.018397085,.22772278
08832,.11033099,.0050150449,.0020060181,0,265.60001,0,,.2,.024072217,.75
08833,.18579236,.038251366,.0081967209,.00068306009,199.27678,.083333336,0,.2857143,.022540983,.45454547
08835,.15325177,.034771409,.0070830649,0,293.7037,.54545456,,.3888889,.018673535,.51724136
08836,.18811882,.03960396,.0099009899,0,238.5,.33333334,,.16666667,.026402641,.375
08837,.15948489,.072684497,.010029717,.008048539,276.68546,.20987654,.13846155,.21124361,.014363546,.34482759
08840,.15151516,.049756829,.0074822297,.004489338,251.21805,.2,.083333336,.24060151,.0089786761,.29166666
08844,.20637028,.0464499,.0087923026,.011612475,240.95357,.3018868,.17142858,.2857143,.020072993,.30578512
08846,.17287233,.05319149,.010638298,.0006648936,238.58749,.25,0,.26249999,.015292553,.34782609
08848,.24531516,.0681431,.011925043,0,181.55,.5714286,,.42500001,.015332198,.33333334
08850,.2183253,.049101271,.0061376588,.0083296802,239.53125,.42857143,.21052632,.25,.013152126,.26666668
08852,.15527156,.037060704,.011501597,.0019169329,259.24124,.27777779,.16666667,.26724139,.012140575,.23684211
08853,.28014842,.13914657,.012987013,.0037105752,166.51334,.2857143,0,.30666667,.046382189,.44
08854,.13962993,.027346363,.0040870924,.0056476183,260.17935,.32727271,.14473684,.17663044,.013153006,.33333334
08857,.16525424,.030225988,.0053672316,.0028248588,291.74414,.23684211,.1,.1682243,.013418079,.22105263
08859,.16003272,.030261723,.0029989094,.00436205,220.09009,.18181819,.0625,.21621622,.012540895,.23913044
08861,.15492447,.026706949,.0045921449,.0014501511,261.37329,.2631579,0,.21266969,.010151058,.25
08863,.16473617,.025740026,.0034320035,.0021450021,242.76666,.125,.2,.26666668,.014586015,.35294119
08865,.18018313,.069653369,.0065402226,.0081752781,198.16197,.15000001,.16,.30985916,.029431,.23333333
08867,.18730159,.0984127,.022222223,0,101.35484,.2857143,,.45161289,.0095238099,.33333334
08869,.13907933,.064642504,.009794319,.012732615,267.66153,.30000001,.15384616,.28787878,.009794319,.30000001
08872,.19720463,.04214894,.0032758245,.001528718,269.68652,.13333334,.14285715,.31606218,.01026425,.21276596
08873,.1813457,.03708386,.0081472117,.0061806436,257.65341,.24137931,.13636364,.21969697,.022615535,.2857143
08876,.20717488,.19461884,.016591929,.052017938,205.26901,.28378379,.047413792,.34447005,.015919283,.32394367
08879,.16363227,.031467747,.0038210833,.008541245,289.61429,.17647059,.18421052,.21428572,.010788942,.33333334
08880,.16270566,.051188301,.010968922,.0018281536,227.75,.33333334,0,.21428572,.016453382,.11111111
08882,.14392324,.025053306,.0047974414,.00053304905,234.91304,.22222222,0,.25531915,.0090618338,.05882353
08884,.15721393,.05472637,.0079601994,.0069651743,266.67593,.125,.14285715,.2,.023880597,.20833333
08886,.13877551,.021428572,.0030612245,.0010204081,230.33333,0,0,.095238097,.012244898,.25
08887,.30612245,.040816326,0,0,294.5,,,.5,.020408163,0
08889,.2379455,.12264151,.02096436,.024109015,238.41026,.2,.043478262,.17094018,.060796645,.086206898
08901,.17388935,.048276365,.0068654874,.002869701,224.47638,.20634921,.1392405,.25733635,.013803625,.23947369
08902,.17187107,.091538653,.0088139009,.015109545,164.67125,.2857143,.15000001,.17469051,.019264668,.3267974
08904,.12897125,.045385778,.0064296522,.00075642962,200.21933,.41176471,0,.34166667,.010590015,.21428572
10001,.26470041,.051813245,.0088332854,.0063982308,245.26143,.26793247,.085436895,.26807338,.011889528,.33281088
10002,.23517573,.092688493,.016186433,.0011658159,242.32037,.3009856,.1368421,.27446046,.013854801,.32860938
10003,.25274348,.11166153,.020595964,.0073802909,248.70079,.30941704,.12855518,.28212649,.018035114,.31098697
10004,.21420665,.043594997,.0041687274,.0062884195,217.93016,.35593221,.056179777,.2539168,.014955604,.28031495
10005,.18989941,.035708297,.0082564959,.0043168482,272.1673,.34517765,.087378643,.2769953,.014165968,.21893491
10006,.23701763,.070152454,.011195808,.0090519292,242.26401,.32978722,.092105262,.24108659,.011553121,.21649484
10007,.30096799,.029619073,.0067003234,.0020040243,247.94336,.41148037,.2020202,.38422635,.012242766,.34060848
10009,.25693431,.10404357,.018282933,.0010890975,245.50591,.33460075,.25531915,.32071269,.014737573,.2971698
10010,.27156562,.089542843,.018537944,.005969523,248.84966,.29218107,.15015975,.30330139,.02103637,.36083409
10011,.27994281,.097552411,.014887819,.0033102618,236.67062,.32565975,.16919191,.29211655,.024810245,.35242587
10012,.28336993,.10120763,.019555373,.0026759983,248.54065,.28771931,.13247864,.29423729,.014935273,.35758039
10013,.20555721,.0562809,.010083984,.0026803263,227.35846,.26461902,.075555556,.26193249,.013657752,.26646316
10014,.3092584,.092667304,.015461881,.0032753816,262.39822,.34835237,.0984127,.32450628,.018092584,.32183909
10016,.26092494,.10188955,.015053763,.0069318302,231.70306,.32038835,.12650603,.30860656,.015137279,.31999999
10017,.24809919,.059011195,.0076032551,.0094563095,228.16661,.28643215,.086868688,.27096146,.012474688,.35528332
10018,.24614294,.056359243,.0076698181,.0058852565,220.19157,.26732674,.11612903,.26072311,.021908341,.33853263
10019,.26698872,.06649375,.0085782604,.005914595,259.41397,.29013854,.095744684,.26033014,.014387987,.32167152
10020,.2968384,.028016306,.004271836,.0024937114,241.90489,.32487309,.15652174,.29643962,.011818024,.35045871
10021,.30362538,.081473544,.017980704,.0064808498,247.87305,.28184283,.10526316,.30801436,.018126888,.3548387
10022,.29668882,.078452118,.010476471,.010493817,252.72066,.31953642,.076033056,.30068538,.013806741,.3253769
10023,.2992956,.043810837,.0071533043,.002908394,193.68344,.28554642,.11849711,.29585573,.028941043,.34330526
10024,.32639885,.046325523,.0085445559,.0018651363,222.4437,.28917912,.23076923,.30075705,.026574207,.36292741
10025,.26158705,.054456994,.0097021079,.0059464537,229.87794,.3020528,.052631579,.26959246,.023102967,.31650245
10026,.27798906,.06126824,.015904848,.0037341816,274.37457,.37826088,.18518518,.33972913,.016319757,.32203391
10027,.21910277,.044994798,.0086466866,.004109845,252.28592,.28086421,.2012987,.26986951,.014971578,.31016043
10028,.26916635,.11994165,.020962775,.016100276,234.94023,.32216495,.12751678,.36306307,.030741801,.26537785
10029,.21892639,.05391084,.0078907963,.0032254348,266.29807,.24817519,.053571429,.22649573,.014975233,.27307692
10030,.26025185,.040038746,.0079646967,.0044128727,236.72568,.54054052,.36585367,.40053764,.011839415,.30000001
10031,.20791334,.044029888,.0082744099,.0013038464,229.46062,.34545454,.26923078,.3120729,.035855774,.18321678
10032,.17930554,.037782431,.0070305374,.004078785,271.96237,.29007635,.18421052,.25284091,.016046798,.27759197
10033,.20193018,.047220442,.0085183913,.0025604411,260.41129,.23699422,.23076923,.20855057,.0089123053,.36464089
10034,.21758682,.054908819,.0076442668,.0020484636,208.71065,.33333334,.12195122,.27479526,.010492131,.34761906
